,Report_Date,Cases,Deaths,Recovered,Country,Incremental_Cases,CaseRate,Incremental_Deaths,DeathRate,RollingCases_last7,RollingDeaths_last7
28,2020-04-08,12942,273,4512,Austria,303.0,0.023973415618324233,30.0,0.12345679012345678,318.7142857142857,18.142857142857142
29,2020-04-09,13244,295,5240,Austria,302.0,0.023334878689537937,22.0,0.08058608058608059,302.14285714285717,19.571428571428573
20,2020-04-10,13555,319,6064,Austria,311.0,0.023482331621866505,24.0,0.08135593220338982,290.14285714285717,21.571428571428573
0,2020-03-13,74,1,1,Canada,,,,,,
1,2020-03-14,79,1,1,Canada,5.0,0.06756756756756757,0.0,0.0,,
2,2020-03-15,104,1,1,Canada,25.0,0.31645569620253167,0.0,0.0,,
3,2020-03-16,177,4,4,Canada,73.0,0.7019230769230769,3.0,3.0,,
4,2020-03-17,185,4,4,Canada,8.0,0.04519774011299435,0.0,0.0,,
5,2020-03-18,221,7,7,Canada,36.0,0.1945945945945946,3.0,0.75,,
6,2020-03-19,257,7,7,Canada,36.0,0.16289592760180996,0.0,0.0,,
7,2020-03-20,308,8,8,Canada,51.0,0.19844357976653695,1.0,0.14285714285714285,33.42857142857143,1.0
8,2020-03-21,377,10,10,Canada,69.0,0.22402597402597402,2.0,0.25,42.57142857142857,1.2857142857142858
9,2020-03-22,425,10,10,Canada,48.0,0.1273209549071618,0.0,0.0,45.857142857142854,1.2857142857142858
10,2020-03-23,503,13,13,Canada,78.0,0.18352941176470589,3.0,0.3,46.57142857142857,1.2857142857142858
11,2020-03-24,588,13,13,Canada,85.0,0.16898608349900596,0.0,0.0,57.57142857142857,1.2857142857142858
12,2020-03-25,688,13,13,Canada,100.0,0.17006802721088435,0.0,0.0,66.71428571428571,0.8571428571428571
13,2020-03-26,858,14,14,Canada,170.0,0.24709302325581395,1.0,0.07692307692307693,85.85714285714286,1.0
14,2020-03-27,994,14,14,Canada,136.0,0.1585081585081585,0.0,0.0,98.0,0.8571428571428571
15,2020-03-28,1144,17,17,Canada,150.0,0.15090543259557343,3.0,0.21428571428571427,109.57142857142857,1.0
16,2020-03-29,1355,17,17,Canada,211.0,0.18444055944055945,0.0,0.0,132.85714285714286,1.0
17,2020-03-30,1706,19,19,Canada,351.0,0.25904059040590405,2.0,0.11764705882352941,171.85714285714286,0.8571428571428571
18,2020-03-31,1966,24,24,Canada,260.0,0.15240328253223914,5.0,0.2631578947368421,196.85714285714286,1.5714285714285714
19,2020-04-01,2392,24,24,Canada,426.0,0.21668362156663276,0.0,0.0,243.42857142857142,1.5714285714285714
22,2020-04-02,2793,31,31,Canada,401.0,0.16764214046822742,7.0,0.2916666666666667,276.42857142857144,2.4285714285714284
23,2020-04-03,3255,31,31,Canada,462.0,0.16541353383458646,0.0,0.0,323.0,2.4285714285714284
24,2020-04-04,3630,38,38,Canada,375.0,0.1152073732718894,7.0,0.22580645161290322,355.14285714285717,3.0
25,2020-04-05,4354,38,38,Canada,724.0,0.19944903581267218,0.0,0.0,428.42857142857144,3.0
26,2020-04-06,4347,38,38,Canada,-7.0,-0.001607717041800643,0.0,0.0,377.2857142857143,2.7142857142857144
27,2020-04-07,4726,39,39,Canada,379.0,0.08718656544743501,1.0,0.02631578947368421,394.2857142857143,2.142857142857143
28,2020-04-08,5276,43,43,Canada,550.0,0.11637748624629708,4.0,0.10256410256410256,412.0,2.7142857142857144
29,2020-04-09,5759,48,48,Canada,483.0,0.09154662623199393,5.0,0.11627906976744186,423.7142857142857,2.4285714285714284
20,2020-04-10,6237,50,50,Canada,478.0,0.08300052092377148,2.0,0.041666666666666664,426.0,2.7142857142857144
0,2020-03-13,559,3,1,Belgium,,,,,,
1,2020-03-14,689,4,1,Belgium,130.0,0.23255813953488372,1.0,0.3333333333333333,,
2,2020-03-15,886,4,1,Belgium,197.0,0.28592162554426703,0.0,0.0,,
3,2020-03-16,1058,5,1,Belgium,172.0,0.19413092550790068,1.0,0.25,,
4,2020-03-17,1243,10,1,Belgium,185.0,0.17485822306238186,5.0,1.0,,
5,2020-03-18,1486,14,31,Belgium,243.0,0.19549477071600965,4.0,0.4,,
6,2020-03-19,1795,21,31,Belgium,309.0,0.2079407806191117,7.0,0.5,,
7,2020-03-20,2257,37,1,Belgium,462.0,0.2573816155988858,16.0,0.7619047619047619,242.57142857142858,4.857142857142857
8,2020-03-21,2815,67,263,Belgium,558.0,0.2472308373947718,30.0,0.8108108108108109,303.7142857142857,9.0
9,2020-03-22,3401,75,263,Belgium,586.0,0.20817051509769094,8.0,0.11940298507462686,359.2857142857143,10.142857142857142
10,2020-03-23,3743,88,263,Belgium,342.0,0.1005586592178771,13.0,0.17333333333333334,383.57142857142856,11.857142857142858
11,2020-03-24,4269,122,461,Belgium,526.0,0.14052898744322737,34.0,0.38636363636363635,432.2857142857143,16.0
12,2020-03-25,4937,178,547,Belgium,668.0,0.15647692668072147,56.0,0.45901639344262296,493.0,23.428571428571427
13,2020-03-26,6235,220,675,Belgium,1298.0,0.26291270002025524,42.0,0.23595505617977527,634.2857142857143,28.428571428571427
14,2020-03-27,7284,289,858,Belgium,1049.0,0.1682437850842021,69.0,0.31363636363636366,718.1428571428571,36.0
15,2020-03-28,9134,353,1063,Belgium,1850.0,0.2539813289401428,64.0,0.22145328719723184,902.7142857142857,40.857142857142854
16,2020-03-29,10836,431,1359,Belgium,1702.0,0.186336763739873,78.0,0.22096317280453256,1062.142857142857,50.857142857142854
17,2020-03-30,11899,513,1527,Belgium,1063.0,0.09809892949427833,82.0,0.1902552204176334,1165.142857142857,60.714285714285715
18,2020-03-31,12775,705,1696,Belgium,876.0,0.0736196319018405,192.0,0.3742690058479532,1215.142857142857,83.28571428571429
19,2020-04-01,13964,828,2132,Belgium,1189.0,0.09307240704500978,123.0,0.17446808510638298,1289.5714285714287,92.85714285714286
22,2020-04-02,15348,1011,2495,Belgium,1384.0,0.099112002291607,183.0,0.2210144927536232,1301.857142857143,113.0
23,2020-04-03,16770,1143,2872,Belgium,1422.0,0.0926505082095387,132.0,0.13056379821958458,1355.142857142857,122.0
24,2020-04-04,18431,1283,3247,Belgium,1661.0,0.09904591532498509,140.0,0.12248468941382328,1328.142857142857,132.85714285714286
25,2020-04-05,19691,1447,3751,Belgium,1260.0,0.06836308393467527,164.0,0.12782540919719407,1265.0,145.14285714285714
26,2020-04-06,20814,1632,3986,Belgium,1123.0,0.05703113097354121,185.0,0.12785072563925362,1273.5714285714287,159.85714285714286
27,2020-04-07,22194,2035,4157,Belgium,1380.0,0.06630152781781493,403.0,0.24693627450980393,1345.5714285714287,190.0
28,2020-04-08,23403,2240,4681,Belgium,1209.0,0.05447418221140849,205.0,0.10073710073710074,1348.4285714285713,201.71428571428572
29,2020-04-09,24983,2523,5164,Belgium,1580.0,0.06751271204546426,283.0,0.1263392857142857,1376.4285714285713,216.0
20,2020-04-10,26667,3019,5568,Belgium,1684.0,0.06740583596845855,496.0,0.19659135949266746,1413.857142857143,268.0
